scientificName,subtitle,allianceType,fullName,link,MCV (1995),NVCS (2009),Calveg,Holland,Munz,WHR,CDFW CA Code,Formation Class,Formation Subclass,Formation,Division,Macro Group,Group,Life forms,Seed storage,Seed longevity,Mode of dispersal,Germination agents,Mode of sprouting,Survivability after fire/disturbance,Disturbance-stimulated flowering,Recruitment,Fire return interval,Seasonality,Size/extent,Complexity,Intensity,Severity,Type,Regional knowledge
Salvia apiana,White sage scrub,Shrubland Alliance,Salvia apiana Shrubland Alliance,https://vegetation.cnps.org/alliance/290,White sage series,Salvia apiana shrubland alliance,"Sage, California sagebrush","Venturan coastal sage scrub, Diegan coastal sage scrub, Riversidian upland sage scrub, Alluvial fan chaparral",Coastal sage scrub,Coastal scrub,32.030.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Mediterranean Scrub and Grassland,Mediterranean Scrub,California Scrub,California Coastal Scrub,Central and South Coastal Californian coastal sage scrub,Shrub; drought deciduous,Soil,Long,Animal; gravity,None,Underground structures,Fire-sensitive to fire-hardy; no/low sprouter to high sprouter (varies geographically),No,Variable,Medium (15-70+ years),Late summer-fall,Medium to large; up to or beyond stand size,Low to moderate,Low to moderate,High to very high,Active-independent crown fire,Southern California
Chamaecyparis lawsoniana,Port Orford cedar forest and woodland,Forest & Woodland Alliance,Chamaecyparis lawsoniana Forest & Woodland Alliance,https://vegetation.cnps.org/alliance/29,Port Orford cedar series,"Chamaecyparis lawsoniana forest alliance, Chamaecyparis lawsoniana temporarily flooded forest alliance",Port Orford-cedar,Port Orford cedar forest,North Coast coniferous forest,Douglas fir,81.100.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Cool Temperate Forest,Western North America Cool Temperate Forest,Vancouverian  Rainforest,Vancouverian hypermaritime lowland rainforest,Tree; evergreen,Transient,Short,Water/hydrological; wind,Stratification—winter,None,Fire-hardy; thick epidermis; low flammability,No,Medium to high,Medium (25-80 years),Summer-early fall,Medium to large,High,Low to moderate,Low to moderate,Surface to passive crown,Klamath Mountains
Salix planifolia,Tea-leaved willow thickets,Provisional Shrubland Alliance,Salix planifolia Provisional Shrubland Alliance,https://vegetation.cnps.org/alliance/288,Subalpine wetland shrub habitat,Salix planifolia temporarily flooded shrubland alliance,Willow (riparian scrub),Montane riparian scrub,Not treated,"Montane riparian, Wet meadow",61.119.00,,,,,,,,,,,,,,,,,,,,,,,
Salix petrophila,Alpine willow turf,Dwarf Shrubland Alliance,Salix petrophila Dwarf Shrubland Alliance,https://vegetation.cnps.org/alliance/287,Subalpine wetland shrub habitat,Salix arctica dwarf-shrubland alliance,"Alpine mixed scrub, Willow (riparian scrub)","Wet subalpine or alpine meadow, Alpine snowbank margin",Alpine fell-fields,Alpine dwarf-shrub,61.116.00,Cryomorphic Shrub and Herb Vegetation (Polar and High Montane Vegetation),Temperate and Boreal Alpine Vegetation,"Alpine Scrub, Forb Meadow, and Grassland","Western North America Alpine Scrub, Forb Meadow, and Grassland","Rocky Mountain Alpine Scrub, Forb Meadow, and Grassland",Rocky Mountain alpine turf,(Sub-) shrub; winter deciduous,Transient,Short,Water/hydrological; wind,None,Buds on small branches; underground structures,Fire-hardy; high sprouter,No,Low; episodic,,,,,,,,
Salix orestera,Sierra gray willow thickets,Shrubland Alliance,Salix orestera Shrubland Alliance,https://vegetation.cnps.org/alliance/286,"Montane wetland shrub habitat, Subalpine wetland shrub habitat",Salix orestera seasonally flooded shrubland alliance,Willow-Alder,Montane riparian scrub,Not treated,Montane riparian,61.115.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Flooded and Swamp Forest,Western Cordilleran montane-boreal riparian scrub,Western North American montane-subalpine riparian scrub,Shrub; winter deciduous,Transient,Short,"Water/hydrological, wind",None,Buds on small branches; underground structures,Fire-hardy; high sprouter,No,Low to medium; episodic,,,,,,,,
Salix nivalis,Snow willow mats,Provisional Dwarf Shrubland Alliance,Salix nivalis Provisional Dwarf Shrubland Alliance,https://vegetation.cnps.org/alliance/285,Alpine habitat,"Salix (reticulata, nivalis) dwarf-shrubland alliance","Alpine grasses and forbs, Alpine mixed scrub",Alpine snowbank margin,Alpine fell-fields,Alpine dwarf-shrub,91.127.00,,,,,,,,,,,,,,,,,,,,,,,
Salix lemmonii,Lemmon’s willow thickets,Shrubland Alliance,Salix lemmonii Shrubland Alliance,https://vegetation.cnps.org/alliance/283,Montane wetland shrub habitat,Salix lemmonii seasonally flooded shrubland alliance,Willow (riparian scrub),"Montane riparian scrub, Modoc-Great Basin riparian scrub",Not treated,Montane riparian,61.113.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Flooded and Swamp Forest,Western Cordilleran montane-boreal riparian scrub,Western North American montane-subalpine riparian scrub,Shrub; winter deciduous,Transient,Short,Water/hydrological; wind,None,Buds on small branches; underground structures,Fire-hardy; high sprouter,No,Low to medium; episodic,,,,,,,,
Salix lasiolepis,Arroyo willow thickets,Shrubland Alliance,Salix lasiolepis Shrubland Alliance,https://vegetation.cnps.org/alliance/282,Arroyo willow series,Salix lasiolepis temporarily flooded shrubland alliance,"Riparian mixed shrub, Willow, Willow-Alder","Central Coast arroyo willow riparian forest, Southern arroyo willow riparian forest, Southern cottonwood-willow riparian forest, North Coast riparian scrub, Central Coast riparian scrub, Southern willow scrub, Great Valley willow scrub, Modoc-Great Basin riparian scrub",Not treated,Fresh emergent wetland,61.201.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Warm Temperate Flooded and Swamp Forest,"Southwestern North American Riparian, Flooded and Swamp Forest",Southwestern North American riparian/wash scrub,"Shrub, tree; winter deciduous",Transient,Short,Wind; water/hydrological,Moisture; none,Underground structure; buds on small branches,Fire-hardy; high sprouter,No,High,,,,,,,,
Salix jepsonii,Jepson willow thickets,Shrubland Alliance,Salix jepsonii Shrubland Alliance,https://vegetation.cnps.org/alliance/281,"Montane wetland shrub habitat, Subalpine wetland shrub habitat",Salix jepsonii seasonally flooded shrubland alliance,Willow (riparian scrub),Montane riparian scrub,Not treated,Montane riparian,61.118.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Flooded and Swamp Forest,Western Cordilleran montane-boreal riparian scrub,Western North American montane-subalpine riparian scrub,Shrub; winter deciduous,Transient,Short,Water/hydrological; wind,None,Buds on small branches; underground structures,Fire-hardy; high sprouter,No,Low to medium; episodic,,,,,,,,
Calocedrus decurrens,Incense cedar forest and woodland,Forest & Woodland Alliance,Calocedrus decurrens Forest & Woodland Alliance,https://vegetation.cnps.org/alliance/28,Incense-cedar series,Calocedrus decurrens forest alliance,Incense-cedar,"Sierran mixed coniferous forest, Sierran white fir forest",Yellow pine forest,Sierran mixed conifer,85.100.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Cool Temperate Forest,Western North America Cool Temperate Forest,Californian-Vancouverian Montane and Foothill Forest,Californian montane conifer forest,Tree; evergreen,Transient,Short,Wind,Stratification—winter,None,Fire-hardy; thick epidermis; low flammability; canopy architecture resistant,No,Episodic; high,Short to medium (5-30 years),Summer-early fall,Small to medium,Low to moderate,Low to moderate,Low to moderate,Surface-passive crown fire,"Klamath, Cascade, and North Coast ranges; Modoc Plateau; Sierra Nevada and foothills; southern California"
Salix exigua,Sandbar willow thickets,Shrubland Alliance,Salix exigua Shrubland Alliance,https://vegetation.cnps.org/alliance/278,Narrowleaf willow series,"Salix (exigua, interior) temporarily flooded shrubland alliance","Riparian mixed shrub, Willow (riparian scrub)","Southern cottonwood-willow riparian forest, Modoc-Great Basin cottonwood-willow riparian forest, Mojave riparian forest, Sonoran cottonwood-willow riparian forest, North Coast riparian scrub, Central Coast riparian scrub, Southern willow scrub, Great Valley willow scrub, Modoc-Great Basin riparian scrub",Not treated,"Desert riparian, Montane riparian, Valley foothill riparian",61.209.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Warm Temperate Flooded and Swamp Forest,"Southwestern North American Riparian, Flooded and Swamp Forest",Southwestern North American riparian/wash scrub,Shrub; winter deciduous; clonal,Transient,Short,Water/hydrological; wind,None,Underground structures,Fire-hardy; high sprouter,No,Low to high; episodic,,,,,,,,
Salix eastwoodiae,Sierran willow thickets,Shrubland Alliance,Salix eastwoodiae Shrubland Alliance,https://vegetation.cnps.org/alliance/277,"Montane wetland shrub habitat, Subalpine wetland shrub habitat",Salix eastwoodiae seasonally flooded shrubland alliance,Willow (riparian scrub),Montane riparian scrub,Not treated,Wet meadow,61.112.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Flooded and Swamp Forest,Western Cordilleran montane-boreal riparian scrub,Western North American montane-subalpine riparian scrub,Shrub; winter deciduous,Transient,Short,Water/hydrological; wind,None,Underground structures,Fire-hardy; high sprouter,No,Episodic,,,,,,,,
Rubus armeniacus - Sesbania punicea - Ficus carica,Himalayan blackberry - rattlebox -  edible fig riparian scrub,Shrubland Semi-Natural Alliance,Rubus armeniacus - Sesbania punicea - Ficus carica Shrubland Semi-Natural Alliance,https://vegetation.cnps.org/alliance/272,Not treated,Not treated,"Non-native/ornamental shrub, Riparian mixed shrub",Great Valley riparian scrub,Not treated,Valley foothill riparian,63.906.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Temperate and Boreal Shrubland and Grassland,"Temperate Grassland, Meadow, and Shrubland",Vancouverian and Rocky Mountain Grassland and Shrubland,Vancouverian Lowland Grassland and Shrubland,Naturalized non-native deciduous scrub,"Tree, shrub; winter deciduous",Soil,Medium,Animal; water/hydrological,None,Buds on small branches; underground structures,Fire-sensitive (thin epidermis); high sprouter,No,,,,,,,,,
Cornus sericea - Rosa woodsii - Ribes spp.,Red-osier dogwood - Interior rose - Currant thickets,Shrubland Alliance,Cornus sericea - Rosa woodsii - Ribes spp. Shrubland Alliance,https://vegetation.cnps.org/alliance/271,Montane wetland shrub habitat,Rosa woodsii temporarily flooded shrubland alliance,Willow (riparian scrub),Modoc-Great Basin riparian forest,Not treated,Montane riparian,63.320.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Flooded and Swamp Forest,Western Cordilleran montane-boreal riparian scrub,Great Basin montane riparian scrub,Shrub; winter deciduous,Soil (seed banks),Medium; long,Animal,Stratification—winter,Buds on large branches or trunks; underground structures,Fire-hardy; high sprouter,No,High,,,,,,,,
Rosa californica,California rose briar patches,Shrubland Alliance,Rosa californica Shrubland Alliance,https://vegetation.cnps.org/alliance/270,Not treated,Not treated,"Riparian mixed shrub, Not treated","Southern riparian scrub, Great Valley riparian scrub",Not treated,Valley foothill riparian,63.907.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Temperate Flooded and Swamp Forest,Western North America Warm Temperate Flooded and Swamp Forest,"Southwestern North American Riparian, Flooded and Swamp Forest",Southwestern North American riparian/wash scrub,Shrub; winter deciduous,Soil stored,Medium?,Animal; gravity,Stratification—winter,Underground structures,Fire-hardy; high sprouter,No,Medium,Medium (20-100 years) (during drought years),Summer-early fall,Large,High,Low to high,Low to high,Passive-active crown fire,California Floristic Providence at low elevations
Hesperocyparis stephensonii,Cuyamaca cypress stands,Woodland Special Stands,Hesperocyparis stephensonii Woodland Special Stands,https://vegetation.cnps.org/alliance/27,Cuyamaca cypress unique stands,Not treated,Cuyamaca cypress,"Mixed montane chaparral, Southern interior cypress forest",Closed-cone pine forest,Closed-cone pine-cypress,81.610.00,Mesomorphic Tree Vegetation (Forest and Woodland),Temperate Forest,Warm Temperate Forest,Madrean Forest and Woodland,California Forest and Woodland,Californian evergreen coniferous forest and woodland,,,,,,,,,,,,,,,,,
Ribes quercetorum,Oak gooseberry thickets,Provisional Shrubland Alliance,Ribes quercetorum Provisional Shrubland Alliance,https://vegetation.cnps.org/alliance/269,Not treated,Not treated,Not treated,"Semi-desert chaparral, Coastal sage-chaparral scrub",Chaparral,Mixed chaparral,37.960.00,,,,,,,,,,,,,,,,,,,,,,,
Rhus ovata,Sugarbush chaparral,Shrubland Alliance,Rhus ovata Shrubland Alliance,https://vegetation.cnps.org/alliance/267,Not treated,Malosma laurina (Rhus integrifolia) shrubland alliance,"Southern mixed chaparral, Semi-desert chaparral, Sumac shrub",Semi-desert chaparral,Chaparral,Mixed chaparral,37.801.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Temperate and Boreal Shrubland and Grassland,"Temperate Grassland, Meadow, and Shrubland",Western North America Interior Sclerophyllous Shrubland,Warm Interior Chaparral,Mogollion Rim chaparral,"(Small) tree, shrub; evergreen",Transient,Short,Animal,None; heat,Buds on large branches (and) or trunks,Fire-hardy; high sprouter,No,Low,,,,,,,,
Rhus integrifolia,Lemonade berry scrub,Shrubland Alliance,Rhus integrifolia Shrubland Alliance,https://vegetation.cnps.org/alliance/266,Sumac series,Rhus integrifolia shrubland alliance,"Southern mixed chaparral, Sumac shrub",Diegan coastal sage scrub,Coastal sage scrub,Coastal scrub,37.803.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Mediterranean Scrub and Grassland,Mediterranean Scrub,California Scrub,California Chaparral,Californian maritime chaparral,Shrub; evergreen,Transient,Short,Animal,None,Buds on large branches or trunks; buds on small branches,Fire-hardy; high sprouter,No,Low,Medium (15-70+ years),Late summer-fall,Small to medium,High,Moderate to high,Low to high,Passive-active crown fire,Southern California
Rhododendron columbianum,Western Labrador-tea thickets,Shrubland Alliance,Rhododendron columbianum Shrubland Alliance,https://vegetation.cnps.org/alliance/264,"Fen habitat, Pygmy cypress series",Ledum glandulosum saturated shrubland alliance,"Lodgepole pine, Pygmy cypress, North coastal scrub, Riparian mixed shrub","Ledum swamp, Mendocino pygmy cypress forest","Closed-cone pine forest, Lodgepole forest, Northern coastal scrub","Fresh emergent wetland, Montane riparian",63.425.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Temperate and Boreal Shrubland and Grassland,Temperate and Boreal Bog and Fen,North American Scrub and Herb Peatland,Western North American Montane/Boreal Peatland,MG063. Western North American Montane/Boreal Peatland,Shrub; evergreen,Soil,Short,Wind,Light,Buds on large branches or trunks (stems); underground structures (root crowns; rhizomes),Fire-hardy; no/low sprouter to high sprouter,No,Low,Medium,Early fall,Up to stand size,Moderate,Low,Low to moderate,Surface,North Coast
Quercus vacciniifolia,Huckleberry oak chaparral,Shrubland Alliance,Quercus vacciniifolia Shrubland Alliance,https://vegetation.cnps.org/alliance/262,Huckleberry oak series,Quercus vacciniifolia shrubland alliance,"Ultramafic mixed shrub, Huckleberry oak, Upper montane mixed shrub, Scrub oak, Upper montane mixed chaparral","Mixed montane chaparral, Huckleberry oak chaparral",Chaparral,Montane chaparral,37.414.00,Mesomorphic Shrub and Herb Vegetation (Shrubland and Grassland),Temperate and Boreal Shrubland and Grassland,"Temperate Grassland, Meadow, and Shrubland",Western North America Interior Sclerophyllous Shrubland,Western North American Cool/Montane Sclerophyllous Evergreen Scrub,Californian montane chaparral,Shrub; evergreen,Transient,Short,Animal; gravity,None,Underground structures,Fire-hardy; high sprouter,No,Episodic,Medium (25-75+ years),Summer-early fall,Medium to large—up to and beyond stand,Moderate,Moderate to high,Moderate to high,Passive-active crown fire,Sierra Nevada
